"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015718","BP","GO:0015718","monocarboxylic acid transport","22/1218","177/18614",0.00281034589506635,0.0331963909979154,0.0274675284593645,"IRS2/RBP7/SLC16A11/SLC27A6/PTGS2/LEP/ABCG2/SLCO1A2/PTGES/PLA2G4A/SLC27A2/FABP4/SLC16A6/CRABP1/PLA2G10/SLC16A12/SLC22A11/DRD2/FGF19/CYP4F2/LHCGR/NR0B2",22
"GO:0021984","BP","GO:0021984","adenohypophysis development","5/1218","16/18614",0.00282774329023448,0.0331963909979154,0.0274675284593645,"FGF2/WNT4/BMP2/GHRH/DRD2",5
"GO:0044849","BP","GO:0044849","estrous cycle","5/1218","16/18614",0.00282774329023448,0.0331963909979154,0.0274675284593645,"IGF1R/OPRL1/PTN/CA12/OPRK1",5
"GO:0072176","BP","GO:0072176","nephric duct development","5/1218","16/18614",0.00282774329023448,0.0331963909979154,0.0274675284593645,"OSR1/WNT11/GATA3/GREB1L/EPHA7",5
"GO:0072578","BP","GO:0072578","neurotransmitter-gated ion channel clustering","5/1218","16/18614",0.00282774329023448,0.0331963909979154,0.0274675284593645,"GLRB/ZDHHC2/LHFPL4/SLITRK3/NLGN1",5
"GO:0090030","BP","GO:0090030","regulation of steroid hormone biosynthetic process","5/1218","16/18614",0.00282774329023448,0.0331963909979154,0.0274675284593645,"IGF1R/WNT4/BMP2/BMP5/LHCGR",5
"GO:1901214","BP","GO:1901214","regulation of neuron death","35/1218","327/18614",0.00285956456344973,0.0334920694113556,0.0277121802119149,"BCL2/MAG/NTRK2/GDF5/MAPT/IL6ST/BDNF/CITED1/BTG2/PTPRZ1/NEFL/EPHB1/CHGA/NTF4/ASCL1/CX3CR1/NES/CCND1/GATA3/EN1/NTF3/FZD9/FOS/PAK3/GABRA5/NPPC/NPY/EPHA7/GRM4/SLC1A1/RAPSN/POU4F1/FGF20/MT3/FGF21",35
"GO:0072170","BP","GO:0072170","metanephric tubule development","6/1218","23/18614",0.00297976291828539,0.0347386679249529,0.0287436471611922,"OSR1/WNT4/SOX8/POU3F3/UMOD/CALB1",6
"GO:0072243","BP","GO:0072243","metanephric nephron epithelium development","6/1218","23/18614",0.00297976291828539,0.0347386679249529,0.0287436471611922,"OSR1/SOX8/ADIPOQ/POU3F3/UMOD/CALB1",6
"GO:0016339","BP","GO:0016339","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","9/1218","47/18614",0.00303753814182137,0.035001784065019,0.0289613560701467,"CDHR3/DSG1/CDH19/CDH22/CDH7/NLGN1/CDH20/CDH18/CDH4",9
"GO:0042220","BP","GO:0042220","response to cocaine","9/1218","47/18614",0.00303753814182137,0.035001784065019,0.0289613560701467,"ABAT/SLC1A2/EN1/HTR2A/CHRNB2/CNR1/DRD2/SLC1A1/OPRK1",9
"GO:0140353","BP","GO:0140353","lipid export from cell","9/1218","47/18614",0.00303753814182137,0.035001784065019,0.0289613560701467,"AGTR1/WNK4/PTGS2/LEP/PTGES/PLA2G4A/CRHR1/GDF9/PLA2G10",9
"GO:1900271","BP","GO:1900271","regulation of long-term synaptic potentiation","9/1218","47/18614",0.00303753814182137,0.035001784065019,0.0289613560701467,"ADCY1/FAM107A/PTN/ZDHHC2/ARC/CX3CR1/ADCY8/DRD2/CALB1",9
"GO:0002526","BP","GO:0002526","acute inflammatory response","16/1218","114/18614",0.00304393486619321,0.035001784065019,0.0289613560701467,"NPY5R/SERPINA3/PTGER3/IL6ST/PTGS2/GATA3/PTGES/SAA2/SAA1/NLRP6/SERPINA1/CNR1/ELANE/SAA4/TACR1/NPY",16
"GO:0033559","BP","GO:0033559","unsaturated fatty acid metabolic process","16/1218","114/18614",0.00304393486619321,0.035001784065019,0.0289613560701467,"ELOVL2/CYP2A6/CYP2A7/ATP6V1B1/CYP2B6/PTGS2/PTGES/ALOX12/PLA2G4A/CYP2C8/ALOXE3/CYP2A13/PLA2G10/CYP1A1/CYP4F2/ALOX12B",16
"GO:0021537","BP","GO:0021537","telencephalon development","30/1218","270/18614",0.00318718905332536,0.0365657507754236,0.0302554214440072,"IGF1R/NTRK2/CDON/BCAN/BTG2/NEFL/TUBB2B/ASCL1/SLC1A2/DLX2/BMP2/ATP1A2/EMX1/KCNC1/SCN5A/DLX5/SIX3/FOXG1/ERBB4/CNTN2/DRD2/ROBO2/NPY/LMX1A/DAB1/KIRREL3/POU3F3/TBR1/CDK5R2/RFX4",30
"GO:0031099","BP","GO:0031099","regeneration","23/1218","190/18614",0.00320507961493581,0.0366876233473831,0.0303562618738878,"IGF1R/BCL2/MAG/FGF10/GFAP/TGFBR3/MYOZ1/KLK6/LGR6/PTN/RGN/KLK8/NEFL/CCND1/MUSTN1/SPAAR/SERPINA10/FZD9/VTN/ERBB4/IGFBP1/GATA4/NR0B2",23
"GO:0006690","BP","GO:0006690","icosanoid metabolic process","17/1218","125/18614",0.00321276321361709,0.0366923726297264,0.0303601915494942,"CYP2A6/CYP2A7/ATP6V1B1/CYP2B6/PTGS2/PTGES/ALOX12/PLA2G4A/CYP4F22/CYP2C8/ALOXE3/CPA1/CYP2A13/PLA2G10/CYP1A1/CYP4F2/ALOX12B",17
"GO:0046661","BP","GO:0046661","male sex differentiation","21/1218","168/18614",0.00323345244149617,0.0368453000556945,0.0304867275462915,"ESR1/BCL2/LRP2/FGF10/SFRP1/WNT4/GFRA1/SOX8/FGF9/CCND1/GATA3/NHLH2/BMP5/KCNE1/ADAM29/NR0B1/GREB1L/NR5A1/ZFP42/GATA4/LHCGR",21
"GO:0043434","BP","GO:0043434","response to peptide hormone","43/1218","427/18614",0.00326661267809989,0.0369138023987924,0.0305434081070999,"STC2/IGF1R/AGTR1/IRS2/PCSK1/IRS1/TGFBR3/CITED1/PLAT/FOXC2/TIMP4/BTG2/TFF1/NEFL/PTGS2/LEP/SERPINA12/PDK4/SCNN1G/IRS4/GRB14/GPT/CA2/IGF2/SCNN1D/AREG/ADIPOQ/GLP1R/CRHR1/NR4A1/FOS/GCK/LPL/ADCY8/PCK1/IGFBP1/TRIM72/RPE65/OPRK1/SPINK1/SP7/FGF21/LHCGR",43
"GO:0007588","BP","GO:0007588","excretion","8/1218","39/18614",0.0032687142773891,0.0369138023987924,0.0305434081070999,"AGTR1/ATP6V1B1/ABCG2/CHRNB2/ADRA1A/TACR1/DRD2/UMOD",8
"GO:0031281","BP","GO:0031281","positive regulation of cyclase activity","8/1218","39/18614",0.0032687142773891,0.0369138023987924,0.0305434081070999,"ADCYAP1/HPCA/VIPR2/GLP1R/CRHR1/ADRB1/CALCA/LHCGR",8
"GO:0032350","BP","GO:0032350","regulation of hormone metabolic process","8/1218","39/18614",0.0032687142773891,0.0369138023987924,0.0305434081070999,"STC2/IGF1R/WNT4/GATA3/BMP2/BMP5/HPN/LHCGR",8
"GO:0051899","BP","GO:0051899","membrane depolarization","12/1218","75/18614",0.00329521878917506,0.0371065379414749,0.0307028823404313,"BCL2/CACNB2/SCN4B/CHRNA9/ATP1A2/SCN2B/SCN5A/CACNA1G/FZD9/CHRNB2/MYOC/HCN1",12
"GO:0033688","BP","GO:0033688","regulation of osteoblast proliferation","7/1218","31/18614",0.00330783321586048,0.0371065379414749,0.0307028823404313,"IGF1R/BCL2/SFRP1/FGFR2/SOX8/BMP2/NELL1",7
"GO:0086011","BP","GO:0086011","membrane repolarization during action potential","7/1218","31/18614",0.00330783321586048,0.0371065379414749,0.0307028823404313,"KCNE4/NOS1AP/KCNJ3/SCN2B/KCNIP2/KCND3/KCNE1",7
"GO:0042303","BP","GO:0042303","molting cycle","16/1218","115/18614",0.00332653134082584,0.0371511730276301,0.0307398145328293,"BCL2/FGF10/FGFR2/KRT14/KRT16/PTCH2/PTGS2/EDAR/FERMT1/KRT17/NGFR/ALX4/SOSTDC1/TP63/PLA2G10/FOXN1",16
"GO:0042633","BP","GO:0042633","hair cycle","16/1218","115/18614",0.00332653134082584,0.0371511730276301,0.0307398145328293,"BCL2/FGF10/FGFR2/KRT14/KRT16/PTCH2/PTGS2/EDAR/FERMT1/KRT17/NGFR/ALX4/SOSTDC1/TP63/PLA2G10/FOXN1",16
"GO:0001523","BP","GO:0001523","retinoid metabolic process","13/1218","85/18614",0.00340955943690995,0.037994384188789,0.0314375086456574,"LRP2/RDH5/CYP2C8/RLBP1/ADH1A/ADH1B/RBP4/ADH4/CYP3A7/CYP1A1/ADH6/RPE65/ADH7",13
"GO:0014033","BP","GO:0014033","neural crest cell differentiation","14/1218","95/18614",0.00344000587997847,0.0382492283747386,0.0316483731318214,"SOX10/FOXC1/SFRP1/SEMA3B/EDN3/SEMA6A/FOXC2/SOX8/SEMA3G/FRZB/NRTN/SEMA6D/ERBB4/FGF19",14
"GO:0060675","BP","GO:0060675","ureteric bud morphogenesis","11/1218","66/18614",0.00347529771760332,0.0385567096229924,0.0319027908466165,"BCL2/FGF2/WNT4/CITED1/SOX8/WNT11/EYA1/MYC/GATA3/BMP2/GREB1L",11
"GO:0006953","BP","GO:0006953","acute-phase response","9/1218","48/18614",0.00352570623106206,0.038859749027077,0.0321535332678792,"SERPINA3/PTGER3/PTGS2/PTGES/SAA2/SAA1/SERPINA1/CNR1/SAA4",9
"GO:0043268","BP","GO:0043268","positive regulation of potassium ion transport","9/1218","48/18614",0.00352570623106206,0.038859749027077,0.0321535332678792,"KCNC2/NOS1AP/EDN3/RGS7/KCNIP2/KCNC1/KCNE1/KCNK3/OPRK1",9
"GO:0046717","BP","GO:0046717","acid secretion","9/1218","48/18614",0.00352570623106206,0.038859749027077,0.0321535332678792,"TRH/PTGER3/OPRL1/ABAT/SV2A/CCKBR/SLC22A16/DRD2/UMOD",9
"GO:0001503","BP","GO:0001503","ossification","43/1218","429/18614",0.00355619729624808,0.0391104225522011,0.032360946844427,"COL2A1/BCL2/BMPR1B/GDF5/OSR1/FOXC1/ATP6V1B1/SFRP1/FGF2/WNT3/FGFR2/IL6ST/WNT4/CITED1/FOXC2/SOX8/WNT11/CYP24A1/PTN/TPH1/CHRDL2/PTGS2/FGF9/LEP/MGP/BMP2/IGF2/BMP5/MYOG/AREG/FZD9/MYOC/DLX5/NELL1/FGFR3/GDF10/TP63/TACR1/NPPC/SMOC1/CALCA/CLEC3A/SP7",43
"GO:0048168","BP","GO:0048168","regulation of neuronal synaptic plasticity","10/1218","57/18614",0.00357012107863991,0.0391781982716832,0.0324170261785885,"S100B/ZDHHC2/ARC/SLC4A10/SYP/GRIN2C/GRIN2A/CNTN2/DRD2/SYT4",10
"GO:0009566","BP","GO:0009566","fertilization","24/1218","203/18614",0.00359484362560491,0.0392787242901593,0.0325002039334707,"ROPN1B/SERPINA5/SPTBN4/NLRP5/PLAT/GLRB/ABHD2/ADAM32/KLK14/ASTL/SPAG8/WBP2NL/NELL2/SLC22A16/MFGE8/OVCH2/LCN6/PLA2G10/SPATA22/ATP1A4/MAEL/SPINK1/TMPRSS12/ZP4",24
"GO:0051216","BP","GO:0051216","cartilage development","24/1218","203/18614",0.00359484362560491,0.0392787242901593,0.0325002039334707,"COL2A1/BMPR1B/GDF5/OSR1/FGF2/COL27A1/WNT11/CHRDL2/SOX5/FGF9/LEP/ITGB8/DLX2/MGP/BMP2/FRZB/MUSTN1/BMP5/BARX2/FGFR3/CHI3L1/HMGA2/NPPC/SOX6",24
"GO:0034440","BP","GO:0034440","lipid oxidation","16/1218","116/18614",0.00363040084214908,0.0395815625295217,0.0327507799059851,"PLIN5/IRS2/IRS1/LEP/PDK4/ALOX12/ADIPOQ/SLC27A2/ALOXE3/CNR1/FMO2/ADH4/CYP4F2/ADH7/ALOX12B/HAO1",16
"GO:0090066","BP","GO:0090066","regulation of anatomical structure size","48/1218","492/18614",0.00366417946673025,0.0398637455777032,0.0329842652540509,"AGTR1/MAG/MAPT/FOXC1/WNT3/SEMA3B/EDN3/RND2/SPTBN4/SEMA6A/BDNF/SLIT1/EVL/FOXC2/NEFL/PTGS2/MYO3B/SEMA3G/CHRM3/LEP/SLC26A5/ELN/ATP1A2/SPTBN5/HBB/MAP2/ADD2/NTS/HTR2A/AQP4/MYO3A/SLC6A4/BAIAP2L2/SEMA6D/PAK3/ADRA1D/ADRA1A/WNK3/ADRB1/VIL1/TACR1/CNTN2/NPPC/EPHA7/NPHS1/CDH4/CALCA/MT3",48
"GO:0009612","BP","GO:0009612","response to mechanical stimulus","25/1218","215/18614",0.00374162275636409,0.0406187347830665,0.0336089623027791,"IGF1R/MAG/GDF5/FGF2/SLITRK6/WNT11/BTG2/PTN/PTGS2/CHRNA9/SLC26A5/KRT5/TRPA1/ATP1A2/HTR2A/KCNC1/KCNK2/HPN/FOS/FOSB/CHI3L1/TMEM150C/TACR1/DRD2/GATA4",25
"GO:0097154","BP","GO:0097154","GABAergic neuron differentiation","5/1218","17/18614",0.00379241932488855,0.0410818299399944,0.0339921388776999,"ASCL1/DLX2/CNTN2/DRD2/PRDM13",5
"GO:0042755","BP","GO:0042755","eating behavior","8/1218","40/18614",0.0038558932162334,0.0415909165716799,0.0344133699550475,"NPY5R/TRH/OPRL1/LEP/TACR1/CNTN2/NPY/OPRK1",8
"GO:0071392","BP","GO:0071392","cellular response to estradiol stimulus","8/1218","40/18614",0.0038558932162334,0.0415909165716799,0.0344133699550475,"ESR1/IGF1R/SFRP1/ZNF703/RAMP3/MYOG/AQP4/POU4F1",8
"GO:0003007","BP","GO:0003007","heart morphogenesis","29/1218","262/18614",0.00390263546178685,0.0420053386164179,0.0347562731733144,"NPY1R/NPY5R/COL2A1/LRP2/FOXC1/FGFR2/TGFBR3/SYNPO2L/FOXC2/WNT11/CCDC103/EYA1/TMEM100/TNNC1/ELN/GATA3/BMP2/NPY2R/BMP5/RBM20/ROBO2/NKX2-5/RBP4/FOXN4/MYH7/POU4F1/ACTC1/GATA4/XIRP2",29
"GO:0060193","BP","GO:0060193","positive regulation of lipase activity","11/1218","67/18614",0.00391764276314827,0.0420771503582393,0.0348156920138238,"ESR1/AGTR1/PLIN5/FGF2/FGFR2/GPIHBP1/HPCA/HTR2A/NMUR1/FGFR3/ADRA1A",11
"GO:0010720","BP","GO:0010720","positive regulation of cell development","43/1218","432/18614",0.00403178606806016,0.0429193667597636,0.0355125630375224,"BCL2/SOX10/MAG/NTRK2/MAPT/CDON/LRP2/FGF2/WNT3/GFAP/RND2/IL6ST/BDNF/RASGRP1/SOX8/CHODL/PTN/PTPRZ1/BNC1/EGR3/NEFL/ASCL1/IL20/CX3CR1/GATA3/BMP2/MYOG/ASPA/IL34/ADIPOQ/FOS/PAK3/DCT/TESC/FOXG1/PCK1/ZNF488/DRD2/ROBO2/IL1RAPL1/CDH4/POU4F1/MYF6",43
"GO:0001755","BP","GO:0001755","neural crest cell migration","10/1218","58/18614",0.00406642296160228,0.0429193667597636,0.0355125630375224,"SOX10/SEMA3B/EDN3/SEMA6A/SOX8/SEMA3G/NRTN/SEMA6D/ERBB4/FGF19",10
"GO:0050879","BP","GO:0050879","multicellular organismal movement","10/1218","58/18614",0.00406642296160228,0.0429193667597636,0.0355125630375224,"SYNM/TNNC1/ASCL1/CASQ1/STAC/TNNI2/NR4A1/TNNT3/NPPC/MYH7",10
"GO:0060043","BP","GO:0060043","regulation of cardiac muscle cell proliferation","9/1218","49/18614",0.00407336109640411,0.0429193667597636,0.0355125630375224,"FGF2/FGFR2/TGFBR3/FGF9/KCNK2/ERBB4/NKX2-5/RBP4/FGF20",9
"GO:1901655","BP","GO:1901655","cellular response to ketone","15/1218","107/18614",0.00408717846324052,0.0429193667597636,0.0355125630375224,"IGF1R/SOX10/ADCY1/SFRP1/PLAT/UCP1/SCNN1G/PTGER2/PTGFR/SCNN1D/FOS/ADCY8/PCK1/NPAS4/P2RY4",15
"GO:0001558","BP","GO:0001558","regulation of cell growth","42/1218","420/18614",0.00409798145680343,0.0429193667597636,0.0355125630375224,"RERG/BCL2/AGTR1/MAG/SGK3/MAPT/SFRP1/WNT3/SEMA3B/IGFBP4/RND2/SEMA6A/BDNF/SLIT1/GJA1/WNT11/SYT1/FAM107A/CHPT1/IL17RB/PTCH2/SEMA3G/SGK2/KRT17/FRZB/MAP2/HPN/SEMA6D/GDF9/CRYAB/IGFBP1/EPHA7/LGI1/LMX1A/PAPPA2/PI16/SYT4/BCL11A/CDH4/UNC13A/TP53TG5/MT3",42
"GO:0016049","BP","GO:0016049","cell growth","48/1218","495/18614",0.00411659614738258,0.0429193667597636,0.0355125630375224,"RERG/BCL2/AGTR1/MAG/SGK3/MAPT/SFRP1/SPAG6/WNT3/SEMA3B/EDN3/IGFBP4/RND2/SEMA6A/BDNF/SLIT1/GJA1/WNT11/SYT1/FAM107A/CHPT1/IL17RB/PTCH2/SEMA3G/SGK2/KRT17/FRZB/MAP2/EMX1/HPN/SEMA6D/DCLK1/GDF9/ADRA1A/CRYAB/IGFBP1/EPHA7/LGI1/LMX1A/PAPPA2/PI16/SYT4/BCL11A/CDH4/UNC13A/TP53TG5/MT3/GATA4",48
"GO:0001660","BP","GO:0001660","fever generation","4/1218","11/18614",0.00414909884682343,0.0429193667597636,0.0355125630375224,"PTGER3/PTGS2/PTGES/CNR1",4
"GO:0002775","BP","GO:0002775","antimicrobial peptide production","4/1218","11/18614",0.00414909884682343,0.0429193667597636,0.0355125630375224,"KLK5/KLK7/ELANE/KLK3",4
"GO:0021548","BP","GO:0021548","pons development","4/1218","11/18614",0.00414909884682343,0.0429193667597636,0.0355125630375224,"BCL2/ASCL1/KCNE1/CDK5R2",4
"GO:0021892","BP","GO:0021892","cerebral cortex GABAergic interneuron differentiation","4/1218","11/18614",0.00414909884682343,0.0429193667597636,0.0355125630375224,"ASCL1/DLX2/CNTN2/DRD2",4
"GO:0038003","BP","GO:0038003","G protein-coupled opioid receptor signaling pathway","4/1218","11/18614",0.00414909884682343,0.0429193667597636,0.0355125630375224,"OPRL1/SYP/ADCY8/OPRK1",4
"GO:0060174","BP","GO:0060174","limb bud formation","4/1218","11/18614",0.00414909884682343,0.0429193667597636,0.0355125630375224,"COL2A1/FGF10/WNT3/FGFR2",4
"GO:0060601","BP","GO:0060601","lateral sprouting from an epithelium","4/1218","11/18614",0.00414909884682343,0.0429193667597636,0.0355125630375224,"FGF10/FGFR2/CELSR1/TP63",4
"GO:0070944","BP","GO:0070944","neutrophil-mediated killing of bacterium","4/1218","11/18614",0.00414909884682343,0.0429193667597636,0.0355125630375224,"AZU1/CTSG/NLRP6/ELANE",4
"GO:0086016","BP","GO:0086016","AV node cell action potential","4/1218","11/18614",0.00414909884682343,0.0429193667597636,0.0355125630375224,"CACNB2/SCN4B/SCN5A/CACNA1G",4
"GO:0086027","BP","GO:0086027","AV node cell to bundle of His cell signaling","4/1218","11/18614",0.00414909884682343,0.0429193667597636,0.0355125630375224,"CACNB2/SCN4B/SCN5A/CACNA1G",4
"GO:0099566","BP","GO:0099566","regulation of postsynaptic cytosolic calcium ion concentration","4/1218","11/18614",0.00414909884682343,0.0429193667597636,0.0355125630375224,"GRIA1/FZD9/ATP2B2/CALB1",4
"GO:0006576","BP","GO:0006576","biogenic amine metabolic process","14/1218","97/18614",0.00417017163009634,0.0430416630023918,0.0356137540231651,"TRH/INSM1/ABAT/PAH/GATA3/HDC/MAOA/MAOB/CHRNB2/GRIN2A/DRD2/NPY/SLC1A1/ACMSD",14
"GO:0048678","BP","GO:0048678","response to axon injury","13/1218","87/18614",0.00418650089821204,0.0430416630023918,0.0356137540231651,"IGF1R/BCL2/MAG/NTRK3/PCSK1/FGF2/PTN/KLK8/NEFL/KCNK2/DRD2/NPPC/SLC1A1",13
"GO:0048708","BP","GO:0048708","astrocyte differentiation","13/1218","87/18614",0.00418650089821204,0.0430416630023918,0.0356137540231651,"MAG/NTRK3/MAPT/PLP1/GFAP/IL6ST/SOX8/GPR37L1/BMP2/LAMC3/CNTN2/DAB1/MT3",13
"GO:0003002","BP","GO:0003002","regionalization","42/1218","422/18614",0.00445490678113463,0.0457080679495277,0.0378200045090762,"BMPR1B/OSR1/IRX1/CDON/LRP2/PCSK6/CELSR2/FOXC1/FGF10/SFRP1/FGF2/WNT3/FGFR2/FOXC2/WNT11/BTG2/CCDC103/NTF4/DMRT2/ARC/ASCL1/DLX2/BMP2/ENKUR/EMX1/EN1/PCDH8/ALX4/MEOX1/SIX3/FOXG1/SOSTDC1/TP63/ROBO2/NKX2-5/HES7/FOXN4/TBR1/GATA4/CDX2/MYF6/RFX4",42
"GO:0003351","BP","GO:0003351","epithelial cilium movement involved in extracellular fluid movement","8/1218","41/18614",0.00452125960287959,0.0461077140915882,0.0381506817740058,"NEK10/SPAG6/SPEF2/CCDC103/NME5/DNAH9/AQP4/SPAG17",8
"GO:0042417","BP","GO:0042417","dopamine metabolic process","8/1218","41/18614",0.00452125960287959,0.0461077140915882,0.0381506817740058,"ABAT/MAOA/MAOB/CHRNB2/GRIN2A/DRD2/NPY/SLC1A1",8
"GO:1902742","BP","GO:1902742","apoptotic process involved in development","8/1218","41/18614",0.00452125960287959,0.0461077140915882,0.0381506817740058,"FOXC1/FOXC2/SIX3/CRYAB/ROBO2/NKX2-5/XKR7/XKR4",8
"GO:0006937","BP","GO:0006937","regulation of muscle contraction","21/1218","173/18614",0.00457104441243549,0.0464922497863673,0.0384688562749824,"ABAT/CHGA/PTGS2/CHRM3/TNNC1/ATP1A2/CASQ1/SCN5A/CASQ2/TNNI2/NR4A1/KCNB2/CTNNA3/TNNT3/ADRA1A/MYBPH/TACR1/NKX2-5/CALCA/MYH7/GATA4",21
"GO:0061045","BP","GO:0061045","negative regulation of wound healing","12/1218","78/18614",0.00457738671628854,0.0464922497863673,0.0384688562749824,"FGF2/WNT4/PLAT/MYOZ1/ABAT/ADAMTS18/CLDN19/KRT1/ALOX12/MMRN1/SERPINB2/VTN",12
"GO:0016101","BP","GO:0016101","diterpenoid metabolic process","13/1218","88/18614",0.00462529995887535,0.0466492132784019,0.0385987318143087,"LRP2/RDH5/CYP2C8/RLBP1/ADH1A/ADH1B/RBP4/ADH4/CYP3A7/CYP1A1/ADH6/RPE65/ADH7",13
"GO:0021675","BP","GO:0021675","nerve development","13/1218","88/18614",0.00462529995887535,0.0466492132784019,0.0385987318143087,"KCNC2/BDNF/SLITRK6/EPHB1/NTF4/KCNC1/NPTX1/NGFR/NRTN/NTF3/CHRNB2/GABRA5/POU4F1",13
"GO:0022898","BP","GO:0022898","regulation of transmembrane transporter activity","31/1218","289/18614",0.00465642631885063,0.0466492132784019,0.0385987318143087,"PDZK1/BCL2/KCNC2/OSR1/KCNE4/NOS1AP/PRRT1/OPRL1/CACNB2/RGN/SCN4B/ANO9/CHRM3/ARC/HPCA/ATP1A2/SCN2B/KCNIP2/FXYD1/CASQ1/KCNC1/KCNE1/KCNK3/CRHR1/STAC/CASQ2/TESC/HCN1/GSG1L/WNK3/NLGN1",31
"GO:0014047","BP","GO:0014047","glutamate secretion","6/1218","25/18614",0.00467282763196064,0.0466492132784019,0.0385987318143087,"NPY5R/TRH/NTRK2/GJA1/GRM7/SYT4",6
"GO:0030318","BP","GO:0030318","melanocyte differentiation","6/1218","25/18614",0.00467282763196064,0.0466492132784019,0.0385987318143087,"BCL2/SOX10/EDN3/CITED1/OCA2/ADAMTS20",6
"GO:0043567","BP","GO:0043567","regulation of insulin-like growth factor receptor signaling pathway","6/1218","25/18614",0.00467282763196064,0.0466492132784019,0.0385987318143087,"IGFBP4/BMP2/BMP5/IGFBP1/GHRH/TRIM72",6
"GO:0046885","BP","GO:0046885","regulation of hormone biosynthetic process","6/1218","25/18614",0.00467282763196064,0.0466492132784019,0.0385987318143087,"STC2/IGF1R/WNT4/BMP2/BMP5/LHCGR",6
"GO:0086010","BP","GO:0086010","membrane depolarization during action potential","6/1218","25/18614",0.00467282763196064,0.0466492132784019,0.0385987318143087,"CACNB2/SCN4B/ATP1A2/SCN2B/SCN5A/CACNA1G",6
"GO:0048009","BP","GO:0048009","insulin-like growth factor receptor signaling pathway","9/1218","50/18614",0.00468525180906295,0.0466492132784019,0.0385987318143087,"IGF1R/IRS1/IGFBP4/BMP2/IGF2/BMP5/IGFBP1/GHRH/TRIM72",9
"GO:0048546","BP","GO:0048546","digestive tract morphogenesis","9/1218","50/18614",0.00468525180906295,0.0466492132784019,0.0385987318143087,"BCL2/SOX10/FGF10/SFRP1/FGFR2/WNT11/SFRP5/TP63/GATA4",9
"GO:0042573","BP","GO:0042573","retinoic acid metabolic process","7/1218","33/18614",0.0047940256208536,0.0475446784559311,0.0393396622139325,"CYP2C8/ADH1A/ADH1B/CYP3A7/CYP1A1/ADH6/ADH7",7
"GO:0048710","BP","GO:0048710","regulation of astrocyte differentiation","7/1218","33/18614",0.0047940256208536,0.0475446784559311,0.0393396622139325,"MAG/NTRK3/IL6ST/GPR37L1/BMP2/CNTN2/DAB1",7
"GO:1903305","BP","GO:1903305","regulation of regulated secretory pathway","17/1218","130/18614",0.00482541425149701,0.0477621394932488,0.0395195949431169,"RIMS4/SYN1/SYT1/DOC2A/GAB2/BAIAP3/SYP/SYT9/SV2B/SYT8/DOC2B/NLGN1/NPY/P2RY4/SYT4/SYT10/CDK5R2",17
"GO:0043270","BP","GO:0043270","positive regulation of monoatomic ion transport","26/1218","231/18614",0.00487440552760546,0.0479657280586406,0.0396880492402798,"PDZK1/KCNC2/PLP1/NOS1AP/EDN3/CACNB2/RGS7/RGN/SCN4B/LEP/RAMP3/ARC/KCNIP2/FXYD1/CASQ1/KCNC1/SCN5A/KCNE1/SLC6A4/KCNK3/STAC/TESC/WNK3/NKX2-5/OPRK1/LHCGR",26
"GO:0048588","BP","GO:0048588","developmental cell growth","26/1218","231/18614",0.00487440552760546,0.0479657280586406,0.0396880492402798,"MAG/MAPT/SPAG6/WNT3/SEMA3B/EDN3/RND2/SEMA6A/BDNF/SLIT1/SYT1/SEMA3G/MAP2/EMX1/SEMA6D/DCLK1/GDF9/ADRA1A/EPHA7/PI16/SYT4/BCL11A/CDH4/UNC13A/MT3/GATA4",26
"GO:0032412","BP","GO:0032412","regulation of monoatomic ion transmembrane transporter activity","30/1218","278/18614",0.00487448860817802,0.0479657280586406,0.0396880492402798,"PDZK1/KCNC2/OSR1/KCNE4/NOS1AP/PRRT1/OPRL1/CACNB2/RGN/SCN4B/ANO9/CHRM3/ARC/HPCA/ATP1A2/SCN2B/KCNIP2/FXYD1/CASQ1/KCNC1/KCNE1/KCNK3/CRHR1/STAC/CASQ2/TESC/HCN1/GSG1L/WNK3/NLGN1",30
"GO:0032310","BP","GO:0032310","prostaglandin secretion","5/1218","18/18614",0.00497163673038094,0.0488265023637412,0.0404002755399376,"PTGS2/LEP/PTGES/PLA2G4A/PLA2G10",5
"GO:0006887","BP","GO:0006887","exocytosis","36/1218","351/18614",0.0050412730486868,0.0494142647568369,0.040886604920162,"RIMS4/PRSS12/PRRT2/CPLX1/SYTL4/SNAP25/NLRP5/RASGRP1/SYN1/SYT1/DOC2A/TPH1/CHGA/SYN2/GAB2/SV2A/BAIAP3/STEAP2/SYP/SYT9/SV2B/SYT8/RAB3C/DOC2B/ANK1/TRIM72/NLGN1/CPLX2/NPY/IL1RAPL1/P2RY4/SYT4/UNC13A/SYT10/ZP4/CDK5R2",36
"GO:0060191","BP","GO:0060191","regulation of lipase activity","13/1218","89/18614",0.00510033546418079,0.0498963050836911,0.0412854572049559,"ESR1/AGTR1/PLIN5/PCSK6/FGF2/FGFR2/GPIHBP1/HPCA/ANXA8/HTR2A/NMUR1/FGFR3/ADRA1A",13
